state,color,move,player
"(2684378368, 129, 66, 544, 8, 8192, 65038346165944320, 9295429630892703744, 39582418599936, 137472507904, 576460752303423488, 1152921504606846976)",1,b4c5,human
"(2685422848, 129, 66, 544, 8, 8192, 65038346165944320, 9295429630892703744, 39582418599936, 154618822656, 576460752303423488, 1152921504606846976)",1,c6b4,human
"(2685422848, 129, 66, 544, 8, 16, 65038346165944320, 9295429630892703744, 35184405643264, 154618822656, 576460752303423488, 1152921504606846976)",1,b4c2,human
"(2685421824, 129, 66, 544, 1024, 16, 65038346165944320, 9295429630892703744, 35184372088832, 154618822656, 576460752303423488, 1152921504606846976)",1,f5c2,human
"(2685421824, 129, 66, 524800, 0, 16, 65038346165944320, 9295429630892703744, 35184372088832, 17179870208, 576460752303423488, 1152921504606846976)",1,c2d3,human
"(2685421824, 129, 66, 134217728, 0, 16, 65038346165944320, 9295429630892703744, 35184372088832, 17180393472, 576460752303423488, 1152921504606846976)",1,c5d4,human
"(2685421824, 129, 8388610, 0, 0, 16, 65038346165944320, 9295429630892703744, 35184372088832, 134742016, 576460752303423488, 1152921504606846976)",1,d4a1,human
"(2685421824, 128, 274877906946, 0, 0, 16, 65038346165944320, 9295429630892703744, 35184372088832, 524289, 576460752303423488, 1152921504606846976)",1,d3b1,human
"(2685421824, 128, 8388608, 0, 0, 16, 65038346165944320, 9295429630892703744, 35184372088832, 3, 576460752303423488, 1152921504606846976)",1,c7c6,human
"(139587504384, 128, 8388608, 0, 0, 16, 63916844305612800, 9295429630892703744, 35184372088832, 3, 576460752303423488, 1152921504606846976)",1,e8g8,human
"(139587569664, 128, 8388608, 0, 0, 16, 63916844305612800, 2377900603251621888, 35184372088832, 3, 576460752303423488, 4611686018427387904)",1,d8a5,human
"(139587569664, 32, 8388608, 0, 0, 16, 63916844305612800, 2377900603251621888, 35184372088832, 3, 4294967296, 4611686018427387904)",1,a1c3,human
"(139854956544, 32, 8388608, 0, 0, 16, 63916844305612800, 2377900603251621888, 35184372088832, 262146, 4294967296, 4611686018427387904)",1,c3d2,human
"(139854954496, 32, 8388608, 0, 0, 8192, 63916844305612800, 2377900603251621888, 35184372088832, 2050, 4294967296, 4611686018427387904)",1,b1e4,human
"(687194849280, 32, 8388608, 0, 0, 8192, 63916844305612800, 2377900603251621888, 35184372088832, 268437504, 4294967296, 4611686018427387904)",1,f6h5,human
"(137439035392, 128, 8388608, 0, 0, 8192, 63916844305612800, 2377900603251621888, 549755813888, 268437504, 4294967296, 4611686018427387904)",1,e4f5,human
"(81920, 1, 8388608, 0, 0, 8192, 63916844305612800, 2377900603251621888, 549755813888, 137438955520, 4294967296, 4611686018427387904)",1,f5h3,human
"(16793600, 1, 0, 0, 0, 8192, 63916844305612800, 2377900603251621888, 549755813888, 8390656, 4294967296, 4611686018427387904)",1,h3g2,human
"(16777216, 16, 0, 0, 0, 8192, 63916844305612800, 2377900603251621888, 549755813888, 18432, 4294967296, 4611686018427387904)",1,d2e1,human
"(16777216, 0, 0, 0, 0, 1048576, 63916844305612800, 2377900603251621888, 549755813888, 16400, 4294967296, 4611686018427387904)",1,a5d2,human
"(587520, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",1,d7d5,human
"(587520, 129, 66, 36, 2048, 16, 69524353607270400, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",1,c8f5,human
"(848640, 129, 66, 36, 2048, 16, 69524353607270400, 9295429630892703744, 4755801206503243776, 2305843146652647424, 576460752303423488, 1152921504606846976)",1,e7e6,human
"(913920, 129, 66, 36, 2048, 16, 65038346165944320, 9295429630892703744, 4755801206503243776, 2305843146652647424, 576460752303423488, 1152921504606846976)",1,c7c6,human
"(2148364800, 129, 66, 36, 2048, 16, 63916844305612800, 9295429630892703744, 4755801206503243776, 2305843146652647424, 576460752303423488, 1152921504606846976)",1,b8d7,human
"(2148364800, 129, 66, 36, 8, 16, 63916844305612800, 9295429630892703744, 4613937818241073152, 2305843146652647424, 576460752303423488, 1152921504606846976)",1,g8f6,human
"(2181918720, 129, 66, 36, 8, 16, 63916844305612800, 9295429630892703744, 2286984185774080, 2305843146652647424, 576460752303423488, 1152921504606846976)",1,f8d6,human
"(2248765440, 129, 66, 36, 8, 16, 63916844305612800, 9295429630892703744, 2286984185774080, 8933531975680, 576460752303423488, 1152921504606846976)",1,e8g8,human
"(2785628160, 129, 66, 36, 8, 16, 63916844305612800, 2377900603251621888, 2286984185774080, 8933531975680, 576460752303423488, 4611686018427387904)",1,f8e8,human
"(2802339840, 129, 66, 36, 8, 16, 63916844305612800, 1224979098644774912, 2286984185774080, 8933531975680, 576460752303423488, 4611686018427387904)",1,e6e5,human
